trip_id,driver_id,rider_id,pickup_zone_id,request_timestamp,dropoff_timestamp,trip_status,trip_distance_km,base_fare,surge_multiplier,total_fare,driver_payout
TRIP-001786,209,9654,3,09-07-2026 00:33,09-07-2026 01:10,Completed,16.04,272.58,1,272.58,208.15
TRIP-001787,101,9511,1,25-06-2026 12:27,25-06-2026 13:36,Completed,31.52,497.04,1,497.04,373.42
TRIP-001788,,9780,3,25-06-2026 17:45,,Unfulfilled,26.72,427.44,1,0,0
TRIP-001789,297,5417,3,20-07-2026 14:59,20-07-2026 16:57,Completed,31.46,496.17,1,496.17,379.21
TRIP-001790,215,6144,3,17-07-2026 06:01,17-07-2026 06:27,Completed,7.84,153.68,1,153.68,113.78
TRIP-001791,138,9493,6,04-06-2026 23:37,05-06-2026 00:39,Completed,18.29,305.2,1,305.2,227.21
TRIP-001792,132,9641,3,06-08-2026 16:11,06-08-2026 16:22,Completed,4.27,101.91,1,101.91,77.71
TRIP-001793,279,6805,2,27-06-2026 21:51,27-06-2026 23:01,Completed,20.74,340.73,1,340.73,253.62
TRIP-001794,342,9535,6,05-07-2026 07:50,05-07-2026 08:38,Completed,19.73,326.08,1,326.08,245.1
TRIP-001795,126,5142,2,20-08-2026 02:40,20-08-2026 04:14,Completed,30.66,484.57,1,484.57,369.8
TRIP-001796,173,7016,5,27-06-2026 04:30,27-06-2026 05:38,Completed,27.44,437.88,1,437.88,334.29
TRIP-001797,311,5879,1,26-08-2026 14:14,26-08-2026 14:20,Completed,2.59,77.56,1,77.56,59.35
TRIP-001798,123,6902,6,29-07-2026 05:26,29-07-2026 05:41,Completed,5.46,119.17,1,119.17,92.16
TRIP-001799,342,8114,4,15-06-2026 14:25,15-06-2026 14:33,Completed,3.18,86.11,1,86.11,64.33
TRIP-001800,239,9157,2,18-07-2026 17:19,18-07-2026 18:23,Completed,20.66,339.57,2.25,764.03,594.13
TRIP-001801,227,8093,1,08-08-2026 07:10,,Rider Cancelled,7.47,148.31,1,50,35
TRIP-001802,221,7381,2,01-07-2026 12:09,01-07-2026 13:39,Completed,29,460.5,1,460.5,355.42
TRIP-001803,107,5529,3,03-06-2026 08:34,03-06-2026 09:17,Completed,15.84,269.68,1,269.68,210.16
TRIP-001804,125,8648,1,07-07-2026 23:43,08-07-2026 01:06,Completed,29.32,465.14,1,465.14,362.39
TRIP-001805,,8920,2,27-06-2026 03:05,,Unfulfilled,7.16,143.82,1,0,0
TRIP-001806,163,9907,6,22-06-2026 06:37,22-06-2026 07:41,Completed,18.16,303.32,1,303.32,224.84
TRIP-001807,123,9528,4,06-07-2026 09:30,06-07-2026 09:41,Completed,3.98,97.71,1.47,143.63,112.71
TRIP-001808,160,7281,2,15-06-2026 11:15,,Rider Cancelled,28.19,448.75,1,50,35
TRIP-001809,279,5755,1,01-07-2026 06:04,01-07-2026 07:10,Completed,20.82,341.89,1,341.89,257.42
TRIP-001810,233,9488,7,24-08-2026 03:48,24-08-2026 04:47,Completed,16.37,277.37,1,277.37,217.96
TRIP-001811,155,5831,4,18-08-2026 10:08,18-08-2026 10:39,Completed,10.44,191.38,1,191.38,144.16
TRIP-001812,104,6530,4,24-07-2026 17:36,24-07-2026 18:01,Completed,9.75,181.38,1,181.38,143.23
TRIP-001813,249,6105,3,27-06-2026 10:35,27-06-2026 10:52,Completed,7.43,147.74,1.22,180.24,142.76
TRIP-001814,243,7287,4,23-08-2026 15:52,23-08-2026 16:30,Completed,16.14,274.03,1,274.03,217.42
TRIP-001815,219,5346,1,25-06-2026 02:22,25-06-2026 02:32,Completed,4.48,104.96,1,104.96,82.16
TRIP-001816,266,9435,4,22-07-2026 08:24,22-07-2026 09:33,Completed,23.92,386.84,1,386.84,294.45
TRIP-001817,228,7059,4,21-07-2026 10:53,21-07-2026 11:35,Completed,17.94,300.13,1.93,579.25,433.58
TRIP-001818,196,9913,5,13-06-2026 06:09,13-06-2026 07:22,Completed,31.84,501.68,1,501.68,374.13
TRIP-001819,337,7576,2,08-07-2026 03:27,08-07-2026 04:02,Completed,16.87,284.62,1,284.62,220.26
TRIP-001820,336,9836,5,01-08-2026 23:42,02-08-2026 00:42,Completed,25.82,414.39,1,414.39,311.78
TRIP-001821,181,6860,2,09-07-2026 11:35,09-07-2026 13:00,Completed,29.16,462.82,1,462.82,357.31
TRIP-001822,116,6068,2,16-07-2026 04:00,16-07-2026 04:37,Completed,14.77,254.16,1,254.16,201.11
TRIP-001823,222,5435,7,02-08-2026 03:21,02-08-2026 04:07,Completed,12.84,226.18,1,226.18,169.11
TRIP-001824,112,9198,3,08-06-2026 14:02,08-06-2026 15:11,Completed,18.77,312.17,1,312.17,233.47
TRIP-001825,152,7542,1,17-07-2026 13:13,17-07-2026 14:15,Completed,29.7,470.65,1,470.65,373.66
TRIP-001826,298,5202,4,12-08-2026 06:25,12-08-2026 07:17,Completed,17.53,294.19,1,294.19,234.93
TRIP-001827,191,7842,2,10-07-2026 04:01,10-07-2026 04:57,Completed,20.84,342.18,1,342.18,257.29
TRIP-001828,272,5296,3,27-07-2026 20:35,,Rider Cancelled,22.16,361.32,1.73,0,0
TRIP-001829,,6256,3,25-07-2026 23:41,,Unfulfilled,30.02,475.29,1,0,0
TRIP-001830,342,7188,2,07-07-2026 16:37,07-07-2026 17:01,Completed,6.75,137.88,1,137.88,109.53
TRIP-001831,140,5360,2,08-07-2026 06:31,08-07-2026 06:58,Completed,11.44,205.88,1,205.88,157.67
TRIP-001832,182,8497,5,11-07-2026 13:03,,Driver Cancelled,18.64,310.28,1,0,0
TRIP-001833,,6338,2,28-08-2026 22:36,,Unfulfilled,27.84,443.68,1,0,0
TRIP-001834,257,6356,5,26-06-2026 18:40,26-06-2026 19:48,Completed,29.78,471.81,1,471.81,358.5
TRIP-001835,,8841,4,18-08-2026 19:22,,Unfulfilled,30.69,485,1,0,0
TRIP-001836,205,7708,3,26-06-2026 01:22,26-06-2026 02:25,Completed,21.13,346.38,1,346.38,263.23
TRIP-001837,348,7285,4,21-08-2026 02:31,21-08-2026 04:06,Completed,26.28,421.06,1,421.06,331.13
TRIP-001838,328,9168,3,03-06-2026 03:47,03-06-2026 04:30,Completed,11.37,204.86,1,204.86,163.26
TRIP-001839,173,6831,1,28-07-2026 10:44,28-07-2026 12:22,Completed,27.41,437.44,2.24,979.87,769.27
TRIP-001840,229,9441,1,27-08-2026 21:12,27-08-2026 22:10,Completed,17.42,292.59,1,292.59,226.71
TRIP-001841,309,8941,2,03-07-2026 03:46,03-07-2026 04:53,Completed,30.48,481.96,1,481.96,376.49
TRIP-001842,217,5250,3,26-08-2026 08:14,26-08-2026 08:42,Completed,12.35,219.07,1.69,370.23,290.95
TRIP-001843,177,6753,7,25-08-2026 08:27,25-08-2026 09:04,Completed,14.46,249.67,1,249.67,190.59
TRIP-001844,124,9861,2,17-06-2026 00:13,17-06-2026 00:43,Completed,13.62,237.49,1,237.49,188.82
TRIP-001845,318,9035,1,11-08-2026 14:20,11-08-2026 15:52,Completed,28.95,459.77,1,459.77,340.45
TRIP-001846,216,7387,3,01-06-2026 04:51,01-06-2026 06:33,Completed,31.52,497.04,1,497.04,370.25
TRIP-001847,199,5331,2,07-08-2026 23:04,07-08-2026 23:23,Completed,7.37,146.87,1,146.87,117.15
TRIP-001848,162,5001,1,27-07-2026 14:10,27-07-2026 15:42,Completed,26.73,427.58,1,427.58,319.05
TRIP-001849,266,9860,8,20-08-2026 00:30,20-08-2026 00:54,Completed,11.1,200.95,1,200.95,153.37
TRIP-001850,291,9217,2,14-06-2026 10:59,14-06-2026 11:12,Completed,5.34,117.43,1.93,226.64,177.45
TRIP-001851,214,8872,6,09-07-2026 04:40,09-07-2026 06:18,Completed,26.4,422.8,1,422.8,330.47
TRIP-001852,199,6926,3,03-08-2026 10:44,,Rider Cancelled,25.93,415.99,1,0,0
TRIP-001853,145,9814,1,21-06-2026 10:36,21-06-2026 11:40,Completed,28.32,450.64,1.38,621.88,480.75
TRIP-001854,281,7725,4,15-06-2026 11:57,15-06-2026 12:54,Completed,22.79,370.45,1,370.45,285.66
TRIP-001855,322,9814,7,10-07-2026 19:05,10-07-2026 19:33,Completed,11.43,205.73,1.97,405.29,312.72
TRIP-001856,110,7826,2,04-06-2026 06:50,04-06-2026 07:05,Completed,4.45,104.53,1,104.53,78.58
TRIP-001857,205,7650,4,08-07-2026 19:44,08-07-2026 20:37,Completed,15.76,268.52,1.8,483.34,366.16
TRIP-001858,160,9641,2,03-08-2026 22:11,,Driver Cancelled,28.11,447.59,1,0,0
TRIP-001859,207,5763,1,01-06-2026 17:20,01-06-2026 17:59,Completed,16.86,284.47,1,284.47,212.48
TRIP-001860,327,7276,3,24-06-2026 07:17,24-06-2026 08:27,Completed,29.27,464.42,1,464.42,370.46
TRIP-001861,130,8055,4,01-06-2026 21:29,01-06-2026 22:05,Completed,12.45,220.52,1,220.52,165.51
TRIP-001862,224,9136,2,19-07-2026 15:35,19-07-2026 16:13,Completed,10.57,193.27,1,193.27,143.09
TRIP-001863,327,5322,7,30-07-2026 11:08,30-07-2026 11:57,Completed,15.92,270.84,1,270.84,211.96
TRIP-001864,231,5514,1,13-08-2026 09:04,13-08-2026 10:04,Completed,16.5,279.25,1.54,430.05,320.45
TRIP-001865,184,9840,3,30-07-2026 02:30,,Driver Cancelled,9.08,171.66,1,0,0
TRIP-001866,281,6879,6,30-06-2026 03:42,,Rider Cancelled,22.22,362.19,1,50,35
TRIP-001867,235,6957,2,26-06-2026 18:20,,Rider Cancelled,14.21,246.05,1.48,50,35
TRIP-001868,106,9477,2,08-06-2026 09:20,,Rider Cancelled,30.23,478.33,1,0,0
TRIP-001869,309,7508,5,11-08-2026 03:25,11-08-2026 04:20,Completed,25.18,405.11,1,405.11,300.05
TRIP-001870,206,8186,5,21-06-2026 17:17,,Rider Cancelled,19.04,316.08,1.86,50,35
TRIP-001871,179,5652,2,03-08-2026 16:49,03-08-2026 17:34,Completed,12.2,216.9,1,216.9,173.25
TRIP-001872,311,6384,7,13-06-2026 14:38,13-06-2026 15:33,Completed,21.89,357.41,1,357.41,282.46
TRIP-001873,317,7535,1,12-07-2026 09:41,,Driver Cancelled,31.94,503.13,1.4,0,0
TRIP-001874,101,6274,4,24-07-2026 06:31,24-07-2026 08:16,Completed,28.26,449.77,1,449.77,358.04
TRIP-001875,,5928,7,14-08-2026 19:01,,Unfulfilled,25.06,403.37,1,0,0
TRIP-001876,293,6000,5,03-07-2026 18:30,03-07-2026 19:12,Completed,16.7,282.15,2.12,598.16,475.54
TRIP-001877,181,6550,1,16-08-2026 14:30,16-08-2026 15:31,Completed,18.59,309.56,1,309.56,230.73
TRIP-001878,151,5707,5,31-07-2026 05:30,,Rider Cancelled,31.77,500.67,1,50,35
TRIP-001879,340,6590,3,16-06-2026 13:37,16-06-2026 14:29,Completed,16.62,280.99,1,280.99,224.29
TRIP-001880,161,8296,1,22-08-2026 20:48,22-08-2026 21:15,Completed,8.76,167.02,2.11,352.41,271.71
TRIP-001881,348,6857,5,27-07-2026 22:18,27-07-2026 23:37,Completed,27.12,433.24,1,433.24,326.55
TRIP-001882,161,5343,2,08-07-2026 14:25,08-07-2026 14:32,Completed,3.57,91.77,1,91.77,71.46
TRIP-001883,103,8404,7,04-08-2026 12:35,04-08-2026 14:07,Completed,24.62,396.99,1,396.99,297.06
TRIP-001884,133,9264,1,09-06-2026 06:35,09-06-2026 07:34,Completed,19.06,316.37,1,316.37,244.11
TRIP-001885,300,5266,4,24-07-2026 17:56,24-07-2026 19:03,Completed,25.69,412.5,1,412.5,322.28
TRIP-001886,221,6121,1,19-08-2026 19:46,,Driver Cancelled,23.03,373.94,1.25,0,0
TRIP-001887,,7980,8,15-06-2026 20:36,,Unfulfilled,4.72,108.44,2.22,0,0
TRIP-001888,205,5214,4,30-06-2026 22:35,30-06-2026 23:50,Completed,31.45,496.02,1,496.02,394.05
TRIP-001889,184,7969,4,14-06-2026 08:13,,Rider Cancelled,5.84,124.68,1,0,0
TRIP-001890,123,6739,6,01-07-2026 21:43,01-07-2026 22:32,Completed,19.68,325.36,1,325.36,254.89
TRIP-001891,272,5652,5,21-08-2026 16:45,21-08-2026 18:22,Completed,26.44,423.38,1,423.38,316.6
TRIP-001892,227,7437,2,24-07-2026 00:25,24-07-2026 00:43,Completed,5.46,119.17,1,119.17,95.04
TRIP-001893,116,7730,6,29-08-2026 05:02,29-08-2026 05:26,Completed,10.44,191.38,1,191.38,152.02
TRIP-001894,131,7958,3,31-08-2026 17:18,31-08-2026 17:54,Completed,14.48,249.96,1.33,332.45,254.17
TRIP-001895,305,7736,6,25-07-2026 11:40,25-07-2026 12:07,Completed,7.47,148.31,1,148.31,112.41
TRIP-001896,138,6789,4,11-06-2026 02:02,11-06-2026 02:59,Completed,24,388,1,388,288.11
TRIP-001897,280,9284,2,23-08-2026 20:51,23-08-2026 22:28,Completed,28.31,450.5,1,450.5,339.42
TRIP-001898,310,8520,3,19-06-2026 05:01,19-06-2026 05:25,Completed,8.72,166.44,1,166.44,124.91
TRIP-001899,293,7356,3,29-06-2026 10:03,,Driver Cancelled,10.45,191.52,1.69,0,0
TRIP-001900,258,7088,6,23-08-2026 02:57,23-08-2026 03:42,Completed,21.63,353.63,1,353.63,280.47
TRIP-001901,311,9753,1,28-07-2026 08:31,28-07-2026 08:46,Completed,6.04,127.58,1.5,191.37,144.93
TRIP-001902,170,8233,5,23-06-2026 09:55,23-06-2026 10:11,Completed,6.42,133.09,1,133.09,105.57
TRIP-001903,209,5112,4,01-06-2026 06:33,01-06-2026 07:09,Completed,14.69,253,1,253,200.21
TRIP-001904,229,8020,4,10-08-2026 07:46,10-08-2026 08:19,Completed,12.09,215.31,1,215.31,165.54
TRIP-001905,212,6195,3,27-06-2026 16:56,27-06-2026 17:16,Completed,8.6,164.7,1,164.7,125.18
TRIP-001906,181,7243,4,31-08-2026 22:07,31-08-2026 22:39,Completed,15.4,263.3,1,263.3,203.32
TRIP-001907,167,8758,5,06-06-2026 23:04,,Rider Cancelled,17.97,300.56,1,0,0
TRIP-001908,105,6450,2,25-08-2026 13:35,25-08-2026 14:18,Completed,15.07,258.51,1,258.51,194.98
TRIP-001909,223,7257,4,07-06-2026 08:08,07-06-2026 09:17,Completed,27.26,435.27,1.62,705.14,543.79
TRIP-001910,222,6920,7,13-07-2026 12:54,13-07-2026 13:47,Completed,21.53,352.19,1,352.19,261.71
TRIP-001911,265,7192,4,20-07-2026 11:40,20-07-2026 12:40,Completed,23.78,384.81,1,384.81,305.57
TRIP-001912,277,8307,4,23-08-2026 16:36,,Rider Cancelled,3.1,84.95,1,0,0
TRIP-001913,280,9554,5,11-06-2026 09:36,11-06-2026 11:11,Completed,27.75,442.38,1.54,681.27,523.35
TRIP-001914,345,7681,1,18-06-2026 18:17,,Driver Cancelled,25.17,404.97,2.37,0,0
TRIP-001915,233,7509,3,24-07-2026 18:36,24-07-2026 19:36,Completed,23.77,384.67,1.61,619.32,465.56
TRIP-001916,214,9928,2,27-07-2026 21:55,27-07-2026 22:38,Completed,19.17,317.97,1,317.97,245.37
TRIP-001917,341,7753,6,20-06-2026 01:20,20-06-2026 01:52,Completed,13.03,228.94,1,228.94,178.57
TRIP-001918,142,5624,3,23-06-2026 02:17,23-06-2026 02:30,Completed,5.54,120.33,1,120.33,90.01
TRIP-001919,272,5594,3,20-06-2026 21:35,20-06-2026 21:50,Completed,5.53,120.19,1,120.19,95.17
TRIP-001920,284,5299,2,11-08-2026 15:43,11-08-2026 16:11,Completed,10.07,186.02,1,186.02,137.75
TRIP-001921,126,6939,2,02-08-2026 10:20,02-08-2026 11:31,Completed,20.55,337.98,1.74,588.09,442.56
TRIP-001922,316,6975,5,23-07-2026 03:02,,Driver Cancelled,3.8,95.1,1,0,0
TRIP-001923,256,5052,3,27-06-2026 21:38,27-06-2026 23:22,Completed,29.82,472.39,1,472.39,371.78
TRIP-001924,280,9126,6,10-07-2026 23:35,11-07-2026 00:25,Completed,19.69,325.5,1,325.5,252.06
TRIP-001925,108,9557,7,04-07-2026 21:07,04-07-2026 22:24,Completed,23.03,373.94,1,373.94,277.15
TRIP-001926,176,6409,1,26-07-2026 12:10,26-07-2026 13:39,Completed,26.76,428.02,1,428.02,323.61
TRIP-001927,309,7416,6,20-06-2026 00:22,20-06-2026 01:08,Completed,16.1,273.45,1,273.45,208.61
TRIP-001928,340,6672,1,04-06-2026 01:22,,Driver Cancelled,13.32,233.14,1,0,0
TRIP-001929,150,5518,6,25-08-2026 10:56,25-08-2026 12:14,Completed,27.09,432.81,1,432.81,346.05
TRIP-001930,169,5694,6,07-07-2026 08:43,07-07-2026 09:38,Completed,25.05,403.23,1.41,568.55,440.68
TRIP-001931,325,7180,2,13-07-2026 04:44,,Rider Cancelled,23.55,381.48,1,0,0
TRIP-001932,,9797,3,05-08-2026 17:51,,Unfulfilled,31.54,497.33,2.28,0,0
TRIP-001933,277,9868,3,26-08-2026 01:26,,Rider Cancelled,18.22,304.19,1,50,35
TRIP-001934,183,8646,3,14-07-2026 14:22,14-07-2026 14:55,Completed,10.74,195.73,1,195.73,145.71
TRIP-001935,345,8324,5,17-08-2026 12:10,17-08-2026 12:43,Completed,11.22,202.69,1,202.69,150.88
TRIP-001936,175,6038,3,24-08-2026 22:15,,Rider Cancelled,29.07,461.51,1,0,0
TRIP-001937,140,9756,1,22-07-2026 19:14,22-07-2026 20:05,Completed,23.52,381.04,1,381.04,300.72
TRIP-001938,291,5415,2,25-08-2026 00:45,25-08-2026 01:37,Completed,17.5,293.75,1,293.75,233.69
TRIP-001939,183,9403,3,23-07-2026 07:58,23-07-2026 08:12,Completed,5.26,116.27,1,116.27,92.07
TRIP-001940,173,6681,1,18-06-2026 07:29,18-06-2026 07:50,Completed,6.62,135.99,1,135.99,108.06
TRIP-001941,314,7636,4,15-06-2026 08:27,15-06-2026 09:08,Completed,16.1,273.45,1.29,352.75,264.27
TRIP-001942,316,5223,1,03-06-2026 21:48,03-06-2026 22:42,Completed,25.37,407.87,1,407.87,306.48
TRIP-001943,316,9799,1,03-06-2026 22:42,03-06-2026 22:53,Completed,4.89,110.91,1,110.91,82.39
TRIP-001944,298,8043,3,10-06-2026 12:57,,Driver Cancelled,4.19,100.75,1,0,0
TRIP-001945,200,6226,8,12-08-2026 16:03,12-08-2026 17:29,Completed,31.66,499.07,1,499.07,395.81
TRIP-001946,287,9470,2,28-08-2026 18:22,28-08-2026 19:47,Completed,26.48,423.96,1.55,657.14,504.42
TRIP-001947,342,5627,3,28-06-2026 21:11,,Driver Cancelled,6.94,140.63,1,0,0
TRIP-001948,112,7573,3,29-06-2026 01:21,,Rider Cancelled,13.69,238.5,1,0,0
TRIP-001949,299,7012,1,16-07-2026 08:55,16-07-2026 09:31,Completed,13.65,237.93,1.92,456.83,355.56
TRIP-001950,177,8094,2,21-07-2026 02:06,21-07-2026 02:59,Completed,19.11,317.09,1,317.09,238.5
TRIP-001951,153,5401,2,20-07-2026 16:18,20-07-2026 17:03,Completed,13.3,232.85,1,232.85,181.04
TRIP-001952,168,8848,3,05-06-2026 01:34,05-06-2026 01:44,Completed,4.06,98.87,1,98.87,75.52
TRIP-001953,348,5139,3,30-07-2026 15:12,30-07-2026 16:32,Completed,25.28,406.56,1,406.56,302.35
TRIP-001954,181,6002,1,29-08-2026 18:34,,Rider Cancelled,28.02,446.29,1.35,0,0
TRIP-001955,330,5040,6,13-06-2026 01:33,,Driver Cancelled,10.22,188.19,1,0,0
TRIP-001956,258,9484,8,26-06-2026 02:43,26-06-2026 04:32,Completed,30.48,481.96,1,481.96,378.37
TRIP-001957,312,7193,3,19-06-2026 19:43,19-06-2026 20:04,Completed,9.65,179.93,2.12,381.45,289.22
TRIP-001958,311,9273,4,31-07-2026 02:32,31-07-2026 03:34,Completed,19.36,320.72,1,320.72,250.66
TRIP-001959,139,8438,1,29-06-2026 21:25,29-06-2026 22:32,Completed,24.82,399.89,1,399.89,302.51
TRIP-001960,112,7063,3,22-07-2026 07:04,22-07-2026 07:21,Completed,4.92,111.34,1,111.34,87.12
TRIP-001961,112,8061,2,01-08-2026 07:48,01-08-2026 08:48,Completed,24.85,400.33,1,400.33,301.32
TRIP-001962,329,6531,4,10-08-2026 00:20,10-08-2026 00:43,Completed,11.17,201.97,1,201.97,160.55
TRIP-001963,267,7380,2,07-07-2026 15:06,,Rider Cancelled,17.63,295.63,1,0,0
TRIP-001964,274,5892,1,29-08-2026 03:12,29-08-2026 03:55,Completed,13.37,233.86,1,233.86,179.81
TRIP-001965,318,6099,8,20-08-2026 15:00,20-08-2026 15:35,Completed,16.24,275.48,1,275.48,209.01
TRIP-001966,170,7386,2,04-06-2026 15:28,04-06-2026 15:51,Completed,9.55,178.48,1,178.48,134.59
TRIP-001967,322,9809,2,05-07-2026 11:21,05-07-2026 11:48,Completed,11.79,210.95,1,210.95,159.54
TRIP-001968,243,5774,1,18-08-2026 07:45,18-08-2026 08:55,Completed,23.48,380.46,1,380.46,287.9
TRIP-001969,163,5748,8,16-08-2026 10:42,16-08-2026 11:44,Completed,21.11,346.09,1.26,436.07,345.33
TRIP-001970,328,8331,2,02-08-2026 12:41,02-08-2026 13:42,Completed,27.72,441.94,1,441.94,351.33
TRIP-001971,259,8189,5,12-08-2026 19:43,12-08-2026 20:01,Completed,5.31,116.99,1.81,211.75,159.5
TRIP-001972,168,5087,6,09-08-2026 22:23,,Driver Cancelled,29.39,466.16,1,0,0
TRIP-001973,348,9801,1,19-08-2026 15:33,,Rider Cancelled,5.65,121.93,1,0,0
TRIP-001974,300,8090,7,24-07-2026 08:59,24-07-2026 09:39,Completed,12.35,219.07,1.92,420.61,329.83
TRIP-001975,294,8403,6,28-06-2026 12:57,28-06-2026 14:33,Completed,29.54,468.33,1,468.33,363.66
TRIP-001976,288,5474,5,30-07-2026 04:48,30-07-2026 04:58,Completed,4.75,108.88,1,108.88,86.3
TRIP-001977,174,5891,4,22-07-2026 01:34,22-07-2026 02:19,Completed,18.41,306.94,1,306.94,235.79
TRIP-001978,328,8336,6,04-07-2026 07:07,04-07-2026 07:26,Completed,8.24,159.48,1,159.48,125.52
TRIP-001979,182,8426,3,29-07-2026 10:40,29-07-2026 10:57,Completed,4.76,109.02,1.29,140.64,106.64
TRIP-001980,336,9391,4,23-08-2026 05:36,23-08-2026 06:07,Completed,14.51,250.4,1,250.4,194.81
TRIP-001981,234,9033,5,03-06-2026 01:31,03-06-2026 02:56,Completed,30.1,476.45,1,476.45,358.56
TRIP-001982,106,6055,3,05-06-2026 12:01,05-06-2026 12:56,Completed,15.08,258.66,1,258.66,192.28
TRIP-001983,225,6664,8,24-08-2026 22:29,24-08-2026 23:16,Completed,13.16,230.82,1,230.82,183.43
TRIP-001984,335,8732,5,24-08-2026 14:07,24-08-2026 14:18,Completed,4.64,107.28,1,107.28,79.69
TRIP-001985,235,7914,2,14-08-2026 12:37,,Driver Cancelled,4.04,98.58,1,0,0
TRIP-001986,275,8975,1,20-07-2026 10:13,20-07-2026 11:00,Completed,15.02,257.79,1.72,443.4,350.93
TRIP-001987,112,7378,8,21-06-2026 11:20,,Rider Cancelled,24.62,396.99,1,50,35
TRIP-001988,348,9323,6,30-06-2026 12:23,30-06-2026 13:39,Completed,31.56,497.62,1,497.62,389.19
TRIP-001989,114,9330,6,17-07-2026 07:13,,Driver Cancelled,6.53,134.69,1,0,0
TRIP-001990,310,6016,2,21-06-2026 13:54,21-06-2026 14:05,Completed,4.08,99.16,1,99.16,75.22
TRIP-001991,192,5531,2,02-06-2026 18:04,02-06-2026 19:24,Completed,26.2,419.9,1.26,529.07,393.58
TRIP-001992,287,6356,8,09-08-2026 09:15,09-08-2026 10:02,Completed,14.38,248.51,1,248.51,189.51
TRIP-001993,301,7428,5,31-07-2026 18:35,,Rider Cancelled,26.99,431.35,1.95,0,0
TRIP-001994,265,8737,5,29-07-2026 06:49,29-07-2026 07:02,Completed,5.14,114.53,1,114.53,87.95
TRIP-001995,206,9659,3,06-07-2026 13:15,06-07-2026 13:45,Completed,9.82,182.39,1,182.39,142.69
TRIP-001996,161,6592,3,14-08-2026 23:35,15-08-2026 00:44,Completed,30.62,483.99,1,483.99,362.82
TRIP-001997,275,8521,2,18-08-2026 08:37,18-08-2026 09:30,Completed,14.42,249.09,1,249.09,198.45
TRIP-001998,244,8260,8,31-07-2026 09:52,31-07-2026 11:04,Completed,21.39,350.16,1,350.16,259.7
TRIP-001999,328,6768,4,03-06-2026 23:07,03-06-2026 23:35,Completed,11.63,208.64,1,208.64,159.32
TRIP-002000,265,7963,4,02-07-2026 15:07,02-07-2026 15:57,Completed,21.68,354.36,1,354.36,264.41
TRIP-002001,210,7332,1,13-08-2026 11:57,,Rider Cancelled,26.93,430.49,1,0,0
TRIP-002002,,9638,4,26-08-2026 03:31,,Unfulfilled,20.5,337.25,1,0,0
TRIP-002003,342,6206,1,04-07-2026 03:22,,Rider Cancelled,14.48,249.96,1,50,35
TRIP-002004,221,5765,1,05-08-2026 16:29,05-08-2026 17:47,Completed,25.62,411.49,1,411.49,320.68
TRIP-002005,234,5122,1,01-08-2026 04:49,,Rider Cancelled,19.07,316.51,1,50,35
TRIP-002006,200,6558,4,20-08-2026 15:28,20-08-2026 16:48,Completed,26.31,421.5,1,421.5,312.4
TRIP-002007,345,6220,5,12-08-2026 20:36,12-08-2026 21:01,Completed,9.6,179.2,2.21,396.03,304.73
TRIP-002008,174,6345,6,31-07-2026 18:46,,Rider Cancelled,16.61,280.85,1,50,35
TRIP-002009,117,8189,3,04-08-2026 19:53,04-08-2026 20:02,Completed,4.35,103.07,1,103.07,76.4
TRIP-002010,207,6583,3,08-07-2026 14:12,08-07-2026 15:44,Completed,26.52,424.54,1,424.54,318.66
TRIP-002011,302,9323,1,03-06-2026 11:23,03-06-2026 11:33,Completed,4.15,100.18,1,100.18,78.38
TRIP-002012,346,5445,1,29-07-2026 21:19,29-07-2026 21:57,Completed,15.87,270.12,1,270.12,205.89
TRIP-002013,115,8368,6,20-06-2026 00:28,,Driver Cancelled,21,344.5,1,0,0
TRIP-002014,191,8609,2,10-08-2026 20:58,,Driver Cancelled,15.56,265.62,1.97,0,0
TRIP-002015,328,8678,1,08-07-2026 22:29,08-07-2026 23:48,Completed,28.62,454.99,1,454.99,340.43
TRIP-002016,126,5159,1,05-08-2026 04:27,05-08-2026 05:30,Completed,18.89,313.91,1,313.91,241.86
TRIP-002017,288,6318,7,31-07-2026 17:15,,Driver Cancelled,19.18,318.11,1,0,0
TRIP-002018,312,8254,5,07-06-2026 11:38,07-06-2026 13:08,Completed,30.13,476.88,1,476.88,379.58
TRIP-002019,200,5730,2,19-06-2026 23:00,20-06-2026 00:21,Completed,30.15,477.17,1,477.17,355.09
TRIP-002020,,5890,2,20-06-2026 16:08,,Unfulfilled,16.28,276.06,1,0,0
TRIP-002021,123,6345,1,30-08-2026 00:27,30-08-2026 01:37,Completed,22.5,366.25,1,366.25,292.99
TRIP-002022,201,9204,2,11-06-2026 22:25,11-06-2026 23:38,Completed,31.4,495.3,1,495.3,381.51
TRIP-002023,122,6559,8,26-07-2026 16:12,26-07-2026 16:44,Completed,8.94,169.63,1,169.63,130.16
TRIP-002024,225,7646,8,30-06-2026 19:35,,Rider Cancelled,3.91,96.69,1.26,50,35
TRIP-002025,116,7256,8,05-06-2026 04:12,05-06-2026 04:39,Completed,10.9,198.05,1,198.05,156.01
TRIP-002026,144,9376,6,25-06-2026 06:50,25-06-2026 07:10,Completed,5.69,122.51,1,122.51,92.56
TRIP-002027,151,6529,4,19-07-2026 12:17,19-07-2026 12:32,Completed,4.72,108.44,1,108.44,81.04
TRIP-002028,232,6584,3,26-08-2026 19:47,26-08-2026 20:11,Completed,10.2,187.9,1,187.9,144.16
